Loyalty Number,CLV,FlightInactivity,RedemptionDormancy,RawSlope,NormalizedMomentum,BDS,Class,Churned,months_since_last_flight,months_since_last_redemption,months_since_last_any_activity,flights_last_3m,flights_last_6m,flights_last_12m,active_months_last_12m,zero_flight_months_last_12m,flights_total_ever,distance_last_12m,points_accumulated_last_12m,points_redeemed_last_12m,dollar_redeemed_last_12m,points_accumulated_total,points_redeemed_total,redemption_rate,flight_trend_ratio,points_trend_ratio,distance_per_flight,pref_season,flew_in_winter,flew_in_summer,flew_in_spring,flew_in_fall,education_ordinal,loyalty_card_ordinal,is_married,is_single,is_male,is_promo_enrollment,tenure_months,salary_imputed,province_Alberta,province_British Columbia,province_Manitoba,province_New Brunswick,province_Newfoundland,province_Nova Scotia,province_Ontario,province_Prince Edward Island,province_Quebec,province_Saskatchewan,province_Yukon
438936,3878.77,0.0,1.0,181.6909090909091,0.608555468235594,0.4174333595293217,0,0,0,72,0,4,17,26,8,4,26,31387,31387.0,0,0,31387.0,0,0.0,0.6153846153846154,0.7441297352407048,1207.1923076923076,Summer,1,1,1,1,3,1,1,0,1,0,49,94092.0,0,0,0,0,0,0,0,0,1,0,0
354730,3885.46,0.0,1.0,-164.24545454545455,0.4469063953611861,0.4659280813916442,2,1,0,72,0,5,14,20,8,4,20,36872,36872.0,0,0,36872.0,0,0.0,1.0,0.6730310262529833,1843.6,Summer,1,1,1,1,2,1,1,0,0,0,37,74161.0,0,0,0,1,0,0,0,0,0,0,0
413741,3885.46,0.0,0.0909090909090909,146.13636363636363,0.5919415475457191,0.1496902630090115,0,0,0,1,0,5,14,22,8,4,22,42474,42474.0,1410,253,42474.0,1410,0.0331967792061025,0.9090909090909092,0.9187738381127278,1930.636363636364,Fall,1,1,1,1,2,1,1,0,0,0,28,74161.0,0,0,0,0,0,0,1,0,0,0,0
642313,3885.46,0.0,0.0,-328.55454545454546,0.3701280771436461,0.1889615768569061,0,0,0,0,0,3,8,17,7,5,17,21564,21564.0,1506,271,21564.0,1506,0.0698386199220923,0.7058823529411765,0.6985716935633464,1268.470588235294,Fall,1,1,1,1,2,1,1,0,1,0,20,74161.0,1,0,0,0,0,0,0,0,0,0,0
263080,3886.5,0.0909090909090909,1.0,69.96363636363637,0.5563475712070688,0.4694593650015157,0,0,1,72,1,2,6,14,4,8,14,16998,16998.0,0,0,16998.0,0,0.0,0.5714285714285714,0.4428756324273444,1214.142857142857,Spring,0,1,1,1,2,1,0,1,1,0,42,74161.0,1,0,0,0,0,0,0,0,0,0,0
109767,3886.65,0.0,0.1818181818181818,-44.90909090909091,0.5026698668252586,0.2037444944978769,0,0,0,2,0,4,10,18,10,2,18,28784,28784.0,1151,207,28784.0,1151,0.0399874930516953,0.8888888888888888,0.8028071150639244,1599.111111111111,Fall,1,1,1,1,3,1,0,1,0,0,18,89062.0,0,0,0,0,0,0,1,0,0,0,0
217754,3887.32,0.2727272727272727,1.0,-150.6727272727273,0.4532486565705911,0.5731163121197317,1,1,3,72,3,0,13,20,7,5,20,33727,33727.0,0,0,33727.0,0,0.0,0.0,0.0,1686.35,Summer,1,1,1,0,3,1,0,1,0,0,29,102400.0,0,0,0,0,0,0,0,0,1,0,0
157005,3890.87,0.0,1.0,-111.98181818181818,0.4713281366156199,0.458601559015314,0,0,0,72,0,6,14,28,11,1,28,36212,36212.0,0,0,36212.0,0,0.0,0.8571428571428571,0.7108140947752126,1293.2857142857142,Fall,1,1,1,1,3,1,1,0,1,0,13,98629.0,0,1,0,0,0,0,0,0,0,0,0
608758,3890.96,0.0,1.0,239.87272727272727,0.6357426562732312,0.4092772031180306,0,0,0,72,0,4,10,12,6,6,12,22924,22924.0,0,0,22924.0,0,0.0,1.3333333333333333,1.1320886407258768,1910.3333333333333,Summer,1,1,1,1,3,1,1,0,1,0,52,63795.0,0,0,0,0,0,0,1,0,0,0,0
599341,3891.54,0.0,0.0,346.4,0.6855206983708927,0.0943437904887321,0,0,0,0,0,10,22,32,11,1,32,57152,57152.0,983,177,57152.0,983,0.0171997480403135,1.25,1.151875699888018,1786.0,Fall,1,1,1,1,3,1,1,0,0,0,24,54890.0,0,0,0,0,0,0,0,0,1,0,0
333502,3891.58,0.0,1.0,275.92727272727274,0.6525902168603047,0.4042229349419086,0,0,0,72,0,6,11,14,4,8,14,19704,19704.0,0,0,19704.0,0,0.0,1.7142857142857142,1.7377182298010556,1407.428571428571,Fall,0,1,1,1,2,1,1,0,1,0,44,74161.0,0,1,0,0,0,0,0,0,0,0,0
543918,3896.57,0.0,0.0909090909090909,107.25454545454544,0.5737728595399418,0.1551408694107447,0,0,0,1,0,10,19,29,9,3,29,41185,41185.0,1987,357,41185.0,1987,0.0482457205293189,1.3793103448275863,1.3445671967949495,1420.1724137931035,Fall,1,1,1,1,1,1,1,0,1,0,60,40736.0,0,0,0,0,0,0,0,0,1,0,0
119200,3903.8,0.0,1.0,107.26363636363637,0.5737771075380728,0.4278668677385782,0,0,0,72,0,1,7,7,3,9,7,9796,9796.0,0,0,9796.0,0,0.0,0.5714285714285714,0.8244181298489179,1399.428571428571,Summer,0,1,0,1,3,1,0,0,0,0,6,69835.0,0,1,0,0,0,0,0,0,0,0,0
238119,3906.67,0.0,1.0,-54.64545454545455,0.4981202608270852,0.4505639217518744,0,0,0,72,0,5,15,22,7,5,22,32812,32812.0,0,0,32812.0,0,0.0,0.9090909090909092,0.4982323540168231,1491.4545454545455,Fall,1,1,1,1,3,1,1,0,1,0,54,75980.0,0,0,0,0,0,0,0,0,1,0,0
730388,3907.03,0.0,1.0,208.26363636363635,0.6209723667721587,0.4137082899683523,0,0,0,72,0,5,16,20,7,5,20,28547,28547.0,0,0,28547.0,0,0.0,1.0,0.6724349318667461,1427.35,Summer,0,1,1,1,2,1,0,1,1,0,66,74161.0,0,0,0,0,0,0,1,0,0,0,0
127400,3914.72,0.0909090909090909,0.9090909090909092,117.3,0.5784668974745651,0.4355508398485395,0,0,1,10,1,4,7,10,4,8,10,11528,11528.0,528,95,11528.0,528,0.0458015267175572,1.6,2.2782789729354613,1152.8,Fall,1,1,0,1,2,1,0,1,0,0,41,74161.0,0,1,0,0,0,0,0,0,0,0,0
324557,3914.72,0.0,0.3636363636363636,470.2818181818182,0.7434081689004057,0.1860684584207873,0,0,0,4,0,6,12,16,8,4,16,25904,25904.0,645,116,25904.0,645,0.0248996294008647,1.5,1.5081840642371835,1619.0,Fall,0,1,1,1,2,1,0,1,0,0,57,74161.0,0,0,0,0,0,0,0,0,1,0,0
742002,3915.8,0.0909090909090909,1.0,14.954545454545457,0.5306429345171089,0.4771707560085036,0,0,1,72,1,4,4,13,4,8,13,23503,23503.0,0,0,23503.0,0,0.0,1.2307692307692308,1.6528953750585031,1807.923076923077,Spring,1,0,1,1,2,1,0,1,0,0,18,74161.0,0,0,0,0,0,0,1,0,0,0,0
536567,3919.37,0.0,1.0,358.8727272727273,0.6913489518064612,0.3925953144580616,0,0,0,72,0,5,17,18,6,6,18,18854,18854.0,0,0,18854.0,0,0.0,1.1111111111111112,1.322159753898377,1047.4444444444443,Summer,0,1,1,1,3,1,1,0,1,0,18,80697.0,1,0,0,0,0,0,0,0,0,0,0
704835,3919.37,0.0,0.0909090909090909,-211.0,0.425058940974066,0.1997550449805074,0,0,0,1,0,6,9,15,6,6,15,21185,21185.0,963,173,21185.0,963,0.0454566910549917,1.6,1.0244984658956808,1412.3333333333333,Fall,1,1,1,1,3,1,1,0,1,0,14,80697.0,0,1,0,0,0,0,0,0,0,0,0
612905,3920.51,0.0,0.0909090909090909,65.04545454545455,0.5540494042182622,0.1610579060072486,0,0,0,1,0,7,11,17,7,5,17,26824,26824.0,569,102,26824.0,569,0.0212123471518043,1.6470588235294117,1.3799582463465554,1577.8823529411766,Fall,1,1,1,1,2,1,1,0,0,0,33,74161.0,0,0,0,0,0,0,1,0,0,0,0
679908,3921.02,0.0,0.7272727272727273,-227.88181818181815,0.4171704084450203,0.393030695648312,0,0,0,8,0,6,12,24,9,3,24,39398,39398.0,535,96,39398.0,535,0.0135793695111426,1.0,0.9706076450581248,1641.5833333333333,Spring,1,1,1,1,3,1,1,0,0,0,27,77601.0,0,0,0,0,0,0,0,0,1,0,0
704150,3921.02,0.0909090909090909,0.7272727272727273,-186.01818181818183,0.4367324398377265,0.4235257225941365,0,0,1,8,1,4,10,18,7,5,18,21708,21708.0,409,74,21708.0,409,0.0188409802837663,0.8888888888888888,0.9712548369264788,1206.0,Fall,1,1,1,1,3,1,1,0,1,0,37,77601.0,0,0,1,0,0,0,0,0,0,0,0
596179,3933.81,0.0909090909090909,1.0,-604.1545454545454,0.2413457658078631,0.5639599066212775,1,1,1,72,1,8,11,30,9,3,30,51941,51941.0,0,0,51941.0,0,0.0,1.0666666666666669,0.968483471631274,1731.3666666666666,Spring,1,1,1,1,3,1,0,1,0,0,44,50879.0,0,0,0,1,0,0,0,0,0,0,0
370450,3934.1,0.0909090909090909,0.6363636363636364,-74.5909090909091,0.4888001529279328,0.3806326813943473,0,0,1,7,1,4,5,12,5,7,12,12690,12690.0,1382,249,12690.0,1382,0.1089046493301812,1.3333333333333333,1.5066981875492511,1057.5,Spring,1,1,1,1,1,1,1,0,0,0,60,62160.0,0,0,0,0,0,0,1,0,0,0,0
501030,3934.71,0.0,1.0,333.7909090909091,0.679628724963361,0.3961113825109916,0,0,0,72,0,7,11,14,6,6,14,15798,15798.0,0,0,15798.0,0,0.0,2.0,2.0460817825041144,1128.428571428571,Summer,0,1,1,1,3,1,1,0,1,0,8,93541.0,0,1,0,0,0,0,0,0,0,0,0
878633,3936.79,0.1818181818181818,1.0,-239.8,0.4116012828954356,0.5492468878586421,0,0,2,72,2,4,13,24,6,6,24,28236,28236.0,0,0,28236.0,0,0.0,0.6666666666666666,0.405723190253577,1176.5,Spring,1,1,1,1,5,1,1,0,0,0,47,163974.0,0,0,0,0,0,0,1,0,0,0,0
285938,3939.01,0.0,1.0,88.06363636363636,0.5648053354856524,0.4305583993543043,0,0,0,72,0,8,12,19,7,5,19,27321,27321.0,0,0,27321.0,0,0.0,1.6842105263157894,1.681929651184071,1437.9473684210527,Fall,1,1,1,1,3,1,1,0,0,0,38,75827.0,0,0,0,0,0,0,0,0,1,0,0
588237,3939.01,0.0,0.6363636363636364,31.76363636363636,0.5384974830611075,0.3293598459907586,0,0,0,7,0,7,14,23,8,4,23,22941,22941.0,939,169,22941.0,939,0.0409310840852621,1.2173913043478262,1.103700797698444,997.4347826086956,Spring,1,1,1,1,3,1,1,0,1,0,48,75827.0,0,0,0,0,0,0,0,0,1,0,0
645280,3939.01,0.0,0.0,242.0090909090909,0.6367409358339883,0.1089777192498035,0,0,0,0,0,6,19,26,9,3,26,28662,28662.0,813,146,28662.0,813,0.0283650826878794,0.9230769230769232,0.9040541483497312,1102.3846153846157,Fall,1,1,1,1,3,1,1,0,1,0,59,75827.0,0,1,0,0,0,0,0,0,0,0,0
124678,3954.34,0.0,0.8181818181818182,11.50909090909091,0.529032943225505,0.386744662486894,0,0,0,9,0,5,16,26,9,3,26,42652,42652.0,304,55,42652.0,304,0.0071274500609584,0.7692307692307693,0.9819938103723156,1640.4615384615386,Spring,1,1,1,1,5,1,1,0,1,0,53,152955.0,0,0,0,0,0,1,0,0,0,0,0
186015,3954.34,0.1818181818181818,1.0,-116.98181818181818,0.4689917376436355,0.5320297514341821,0,0,2,72,2,3,9,13,4,8,13,20050,20050.0,0,0,20050.0,0,0.0,0.9230769230769232,1.4106733167082297,1542.3076923076924,Winter,1,1,0,1,5,1,1,0,1,0,26,152955.0,0,1,0,0,0,0,0,0,0,0,0
589580,3954.34,0.0909090909090909,1.0,-94.17272727272729,0.4796499649540154,0.4924686468774317,0,0,1,72,1,2,10,23,7,5,23,40658,40658.0,0,0,40658.0,0,0.0,0.3478260869565217,0.4684932854542771,1767.7391304347825,Spring,1,1,1,1,5,1,1,0,1,0,27,152955.0,0,1,0,0,0,0,0,0,0,0,0
623688,3954.34,0.0,0.2727272727272727,-209.24545454545452,0.425878804613326,0.254054540434184,0,0,0,3,0,4,11,26,8,4,26,43741,43741.0,690,124,43741.0,690,0.0157746736471502,0.6153846153846154,0.8767975126311699,1682.3461538461538,Spring,1,1,1,1,5,1,1,0,0,0,18,152955.0,0,0,0,0,0,0,1,0,0,0,0
256147,3958.0,0.0909090909090909,0.0909090909090909,-19.863636363636363,0.5143731016758354,0.209324433133613,0,0,1,1,1,2,13,23,8,4,23,35134,35134.0,339,61,35134.0,339,0.0096487732680594,0.3478260869565217,0.5184721352536005,1527.5652173913045,Spring,0,1,1,1,2,1,1,0,0,0,62,74161.0,0,0,0,0,0,0,1,0,0,0,0
329382,3961.59,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0,2,1,0,1,1,0,63,74161.0,0,0,0,0,0,0,0,0,1,0,0
140392,3963.39,0.0909090909090909,0.1818181818181818,215.43636363636364,0.6243240372974237,0.2036118797198638,0,0,1,2,1,8,11,15,7,5,15,15254,15254.0,567,102,15254.0,567,0.0371705782089943,2.1333333333333333,2.2792710108823915,1016.9333333333332,Fall,1,1,1,1,3,1,1,0,0,0,52,96814.0,0,1,0,0,0,0,0,0,0,0,0
230908,3964.15,0.0909090909090909,0.3636363636363636,-310.3363636363636,0.3786410653979313,0.331862225835166,0,0,1,4,1,8,15,26,8,4,26,38588,38588.0,822,148,38588.0,822,0.0213019591582875,1.2307692307692308,0.5075152897273764,1484.1538461538462,Fall,1,1,1,1,5,1,0,0,1,0,66,217538.0,0,1,0,0,0,0,0,0,0,0,0
972581,3964.53,0.0,0.2727272727272727,-104.44545454545457,0.4748497270661201,0.2393632636983457,0,0,0,3,0,4,9,16,8,4,16,20391,20391.0,639,115,20391.0,639,0.0313373547153155,1.0,0.7742631553136188,1274.4375,Fall,1,1,1,1,1,1,1,0,1,0,21,48744.0,0,1,0,0,0,0,0,0,0,0,0
910875,3966.13,0.3636363636363636,1.0,-571.6454545454545,0.2565366071238929,0.6684935633173775,1,1,4,72,4,0,1,8,4,8,8,18109,18109.0,0,0,18109.0,0,0.0,0.0,0.0,2263.625,Winter,1,1,1,0,3,1,1,0,0,0,60,84914.0,0,0,0,0,0,0,0,0,1,0,0
501704,3974.86,0.1818181818181818,0.3636363636363636,-66.5909090909091,0.4925383912831079,0.3340566644332494,0,0,2,4,2,5,9,16,4,8,16,15485,15485.0,1405,253,15485.0,1405,0.0907329673877946,1.25,0.7775266386825961,967.8125,Fall,1,1,1,1,2,1,0,0,1,0,54,74161.0,0,0,0,0,0,0,0,0,1,0,0
567875,3979.72,0.3636363636363636,1.0,42.27272727272727,0.5434081689004058,0.5824320947844237,1,1,4,72,4,0,3,3,2,10,3,7122,7122.0,0,0,7122.0,0,0.0,0.0,0.0,2374.0,Summer,0,1,0,0,3,1,1,0,0,0,6,102457.0,0,0,0,0,0,0,0,0,1,0,0
688524,3980.42,0.0,0.2727272727272727,-86.51818181818182,0.4832267793802171,0.2368501480041166,0,0,0,3,0,2,2,7,4,8,7,9773,9773.0,1993,359,9773.0,1993,0.2039291926736928,1.1428571428571428,1.398137726389031,1396.142857142857,Winter,1,0,1,1,3,1,1,0,0,0,56,103862.0,0,0,1,0,0,0,0,0,0,0,0
269070,3985.32,0.0,1.0,-107.01818181818182,0.4736475435950809,0.4579057369214757,0,0,0,72,0,6,14,26,10,2,26,31968,31968.0,0,0,31968.0,0,0.0,0.9230769230769232,0.9966216216216216,1229.5384615384614,Fall,1,1,1,1,4,1,1,0,1,0,58,93153.0,0,1,0,0,0,0,0,0,0,0,0
387705,3985.32,0.0,0.6363636363636364,761.6636363636363,0.8795650049913979,0.2270395894116715,0,0,0,7,0,10,15,20,6,6,20,30308,30308.0,472,85,30308.0,472,0.0155734459548634,2.0,2.8606308565395278,1515.4,Fall,1,1,1,1,4,1,1,0,0,0,55,93153.0,0,0,0,0,0,0,0,0,1,0,0
923293,3985.55,0.0,0.9090909090909092,202.43636363636364,0.6182493999702641,0.3872524527361934,0,0,0,10,0,5,21,30,9,3,30,35645,35645.0,412,74,35645.0,412,0.011558423341282,0.6666666666666666,0.7491653808388273,1188.1666666666667,Summer,1,1,1,1,3,1,0,0,1,0,17,86793.0,0,0,0,0,0,0,0,0,0,1,0
328936,4005.72,0.0,0.2727272727272727,279.25454545454545,0.654144984176207,0.1855746865653197,0,0,0,3,0,10,19,26,8,4,26,28480,28480.0,906,163,28480.0,906,0.0318117977528089,1.5384615384615383,1.331179775280899,1095.3846153846157,Fall,1,1,1,1,3,1,1,0,0,0,32,53118.0,0,0,0,0,0,0,1,0,0,0,0
845864,4013.85,0.0909090909090909,0.3636363636363636,-105.45454545454544,0.4743781992735923,0.3031410856724677,0,0,1,4,1,1,13,26,8,4,26,32118,32118.0,1376,248,32118.0,1376,0.0428420200510617,0.1538461538461538,0.1076032131515038,1235.3076923076924,Spring,1,1,1,1,5,1,1,0,0,0,55,115440.0,0,1,0,0,0,0,0,0,0,0,0
645265,4013.95,0.0,1.0,66.02727272727273,0.5545081880163973,0.4336475435950808,0,0,0,72,0,4,9,16,7,5,16,26504,26504.0,0,0,26504.0,0,0.0,1.0,1.0298822819197102,1656.5,Fall,1,1,1,1,3,1,1,0,1,0,56,73313.0,0,0,0,0,0,0,0,0,1,0,0
158560,4014.45,0.1818181818181818,0.3636363636363636,-2.2818181818181817,0.5225887300609589,0.3250415627998941,0,0,2,4,2,3,5,12,5,7,12,17117,17117.0,1250,225,17117.0,1250,0.073026815446632,1.0,1.742127709294853,1426.4166666666667,Spring,1,1,1,1,3,1,1,0,1,0,23,59262.0,0,1,0,0,0,0,0,0,0,0,0
417584,4014.45,0.0909090909090909,0.3636363636363636,108.48181818181818,0.5743463392876108,0.2731506436682622,0,0,1,4,1,4,15,19,6,6,19,31357,31357.0,607,109,31357.0,607,0.0193577191695634,0.8421052631578947,0.5684217240169659,1650.3684210526317,Fall,1,1,1,1,3,1,1,0,1,0,42,59262.0,0,1,0,0,0,0,0,0,0,0,0
425854,4016.13,0.0909090909090909,0.2727272727272727,2.0545454545454547,0.524615025169389,0.2607973106310015,0,0,1,3,1,5,14,20,6,6,20,31206,31206.0,630,113,31206.0,630,0.0201884253028263,1.0,1.248477856822406,1560.3,Fall,1,1,1,1,1,1,1,0,0,0,12,39079.0,0,0,0,0,0,0,1,0,0,0,0
695855,4019.38,0.0,0.7272727272727273,-272.2181818181818,0.3964529215607145,0.3992459417136038,0,0,0,8,0,3,6,15,9,3,15,24299,24299.0,436,78,24299.0,436,0.017943125231491,0.8,0.7503189431663855,1619.9333333333334,Fall,1,1,1,1,2,1,0,0,0,0,55,74161.0,0,0,0,0,0,0,0,0,1,0,0
699511,4019.38,0.0,1.0,82.05454545454545,0.5619974087211402,0.4314007773836579,0,0,0,72,0,6,12,20,7,5,20,30672,30672.0,0,0,30672.0,0,0.0,1.2,1.3338549817423058,1533.6,Fall,1,1,1,1,2,1,0,0,0,0,40,74161.0,0,1,0,0,0,0,0,0,0,0,0
377322,4023.81,0.0,0.3636363636363636,267.1090909090909,0.6484696586733503,0.214550011488904,0,0,0,4,0,4,17,26,7,5,26,53237,53237.0,1059,191,53237.0,1059,0.0198921802505776,0.6153846153846154,0.4973984259067942,2047.576923076923,Summer,1,1,1,1,3,1,1,0,0,0,18,62518.0,1,0,0,0,0,0,0,0,0,0,0
511053,4023.81,0.0909090909090909,0.0909090909090909,-214.3,0.4235169176525563,0.2365812883405967,0,0,1,1,1,2,4,13,5,7,13,22771,22771.0,802,145,22771.0,802,0.0352202362654253,0.6153846153846154,0.8249088753238769,1751.6153846153843,Winter,1,1,1,1,3,1,1,0,1,0,32,62518.0,0,0,0,0,0,0,1,0,0,0,0
796670,4035.68,0.0,0.8181818181818182,-74.23636363636363,0.4889658248550371,0.3987647979980343,0,0,0,9,0,2,15,26,8,4,26,40302,40302.0,420,76,40302.0,420,0.0104213190412386,0.3076923076923077,0.3567068631829685,1550.076923076923,Summer,1,1,1,1,3,1,1,0,0,0,45,47536.0,0,0,1,0,0,0,0,0,0,0,0
556136,4035.77,0.1818181818181818,0.5454545454545454,65.48181818181818,0.5542533081285445,0.370087643925073,0,0,2,6,2,2,13,17,7,5,17,15360,15360.0,521,94,15360.0,521,0.0339192708333333,0.4705882352941176,0.4869791666666667,903.529411764706,Spring,0,1,1,1,2,1,1,0,0,0,10,74161.0,0,0,0,0,0,0,0,0,1,0,0
513081,4037.5,0.0,0.0,244.9636363636364,0.6381215352265246,0.1085635394320426,0,0,0,0,0,4,6,9,6,6,9,15955,15955.0,995,180,15955.0,995,0.0623628956439987,1.7777777777777777,2.278909432779693,1772.7777777777778,Fall,1,1,1,1,3,1,1,0,0,0,24,98320.0,1,0,0,0,0,0,0,0,0,0,0
930718,4037.55,0.0,0.0,169.79090909090908,0.602994838682271,0.1191015483953187,0,0,0,0,0,5,14,22,8,4,22,27719,27719.0,1088,196,27719.0,1088,0.0392510552328727,0.9090909090909092,1.5635484685594718,1259.9545454545455,Summer,1,1,1,1,1,1,1,0,0,0,28,63577.0,0,0,0,0,0,0,0,0,1,0,0
