Loyalty Number,R,F,M,E,T
186015,0.9722222222222222,0.21311475409836067,0.028429635018472836,0.0,0.0
589580,0.9861111111111112,0.3770491803278689,0.028429635018472836,0.0,0.0
623688,1.0,0.42622950819672134,0.028429635018472836,0.0157746736471502,0.0
256147,0.9861111111111112,0.3770491803278689,0.028480236071887224,0.0096487732680594,0.0
329382,0.0,0.0,0.028529869345591503,0.0,0.0
140392,0.9861111111111112,0.24590163934426232,0.02855475510956579,0.0371705782089943,0.0
230908,0.9861111111111112,0.42622950819672134,0.028565262432132716,0.0213019591582875,0.0
972581,1.0,0.26229508196721313,0.028570516093416178,0.0313373547153155,0.0
910875,0.9444444444444444,0.13114754098360656,0.028592636772504433,0.0,0.0
501704,0.9722222222222222,0.26229508196721313,0.02871333272777974,0.0907329673877946,0.0
567875,0.9444444444444444,0.04918032786885246,0.028780524290510315,0.0,0.0
688524,1.0,0.11475409836065574,0.028790202087611433,0.2039291926736928,0.0
269070,1.0,0.42622950819672134,0.028857946667319227,0.0,0.0
387705,1.0,0.3278688524590164,0.028857946667319227,0.0155734459548634,0.0
923293,1.0,0.49180327868852464,0.028861126514938162,0.011558423341282,0.0
328936,1.0,0.42622950819672134,0.029139985325694503,0.0318117977528089,0.0
845864,0.9861111111111112,0.42622950819672134,0.02925238602631171,0.0428420200510617,0.0
645265,1.0,0.26229508196721313,0.029253768568754727,0.0,0.0
158560,0.9722222222222222,0.19672131147540983,0.029260681280969807,0.073026815446632,0.0
417584,0.9861111111111112,0.3114754098360656,0.029260681280969807,0.0193577191695634,0.0
425854,0.9861111111111112,0.3278688524590164,0.02928390799401248,0.0201884253028263,0.0
695855,1.0,0.24590163934426232,0.029328840623410506,0.017943125231491,0.0
699511,1.0,0.3278688524590164,0.029328840623410506,0.0,0.0
377322,1.0,0.42622950819672134,0.029390087253636114,0.0198921802505776,0.0
511053,0.9861111111111112,0.21311475409836067,0.029390087253636114,0.0352202362654253,0.0
796670,1.0,0.42622950819672134,0.029554195041622124,0.0104213190412386,0.0
556136,0.9722222222222222,0.27868852459016397,0.029555439329820837,0.0339192708333333,0.0
513081,1.0,0.14754098360655737,0.02957935731408502,0.0623628956439987,0.0
930718,1.0,0.36065573770491804,0.029580048585306527,0.0392510552328727,0.0
235872,0.9861111111111112,0.3442622950819672,0.02970986932070574,0.0150240384615384,0.0
295147,0.9861111111111112,0.24590163934426232,0.02972673633851053,0.041316317384438,0.0
306110,0.9305555555555556,0.09836065573770492,0.029798766799791675,0.0746744120678347,0.0
295217,0.9444444444444444,0.14754098360655737,0.029884484431258674,0.0561285419606991,0.0
591731,0.9861111111111112,0.39344262295081966,0.02994821963788171,0.0162776025236593,0.0
326905,0.9861111111111112,0.3114754098360656,0.030002277047403644,0.0,0.0
375511,1.0,0.3770491803278689,0.03002937487928676,0.0349790254920942,0.0
797685,0.9861111111111112,0.09836065573770492,0.03015490973311262,0.1003663003663003,0.0
216467,0.9861111111111112,0.18032786885245902,0.030216156363338232,0.0,0.0
539673,1.0,0.3114754098360656,0.03027076678983737,0.0213871591153102,0.0
484718,0.9861111111111112,0.27868852459016397,0.03029772636747618,0.0163581067115481,0.0
528492,1.0,0.3114754098360656,0.030315561164991088,0.0206946965113934,0.0
632793,1.0,0.24590163934426232,0.03040708547471875,0.0398143048233535,0.0
705196,0.9861111111111112,0.45901639344262296,0.030470267664364583,0.0,0.0
119488,1.0,0.18032786885245902,0.03055764434676321,0.0,0.0
287750,1.0,0.29508196721311475,0.03057216104241488,0.0475872891329933,0.0
735846,0.9583333333333334,0.0819672131147541,0.03057879724614135,0.1155040364313806,0.0
606026,1.0,0.42622950819672134,0.030590272348418386,0.0131215829211142,0.0
460291,0.9861111111111112,0.24590163934426232,0.03059829109458788,0.0,0.0
743001,1.0,0.13114754098360656,0.030607830637444697,0.0,0.0
869799,1.0,0.11475409836065574,0.030607830637444697,0.0,0.0
279419,1.0,0.6721311475409837,0.030683593963321973,0.019591104423191,0.0
170585,0.9861111111111112,0.27868852459016397,0.030700460981126772,0.0147358463105807,0.0
188340,1.0,0.24590163934426232,0.030700460981126772,0.0563732454395635,0.0
670817,1.0,0.3278688524590164,0.030700460981126772,0.0232947364825631,0.0
509513,1.0,0.36065573770491804,0.030737236610110998,0.0120017502552455,0.0
779247,1.0,0.36065573770491804,0.030755486170358805,0.0,0.0
111255,1.0,0.3114754098360656,0.03076087808588657,0.0,0.0
763061,0.9583333333333334,0.1639344262295082,0.030811340885056656,0.0244958143074581,0.0
428919,1.0,0.21311475409836067,0.030995080775733496,0.0,0.0
139863,0.9861111111111112,0.26229508196721313,0.03103185640471773,0.0254234774095938,0.0
695755,0.0,0.0,0.0310637931351514,0.0,0.0
355331,1.0,0.5081967213114754,0.03106586694881593,0.0454556243917491,0.0
578837,1.0,0.3278688524590164,0.031171354937218048,0.0239504660815132,0.0
467182,0.9861111111111112,0.36065573770491804,0.03127324831526834,0.0,0.0
601407,0.9444444444444444,0.18032786885245902,0.031344449251083664,0.0,0.0
700871,1.0,0.3442622950819672,0.03134555528503808,0.0,0.0
203809,0.0,0.0,0.0313469378274811,0.0,0.0
705589,1.0,0.3770491803278689,0.03135578609911639,0.0,0.0
746060,1.0,0.42622950819672134,0.031370994065989574,0.0107827066898883,0.0
469718,0.9861111111111112,0.3278688524590164,0.03137555645605153,0.0,0.0
164429,1.0,0.42622950819672134,0.03140237777944604,0.0256255218680717,0.0
708373,1.0,0.3114754098360656,0.03140237777944604,0.0,0.0
225088,0.9861111111111112,0.19672131147540983,0.031415926695387605,0.0,0.0
100214,0.9861111111111112,0.11475409836065574,0.03141910654300653,0.0781590413943355,0.0
268128,1.0,0.3114754098360656,0.03152017039559101,0.043950201586106,0.0
930584,1.0,0.26229508196721313,0.03162911474010068,0.0222592152199762,0.0
327796,1.0,0.09836065573770492,0.03170238948958054,0.0,0.0
947467,1.0,0.21311475409836067,0.0317766320187705,0.0,0.0
743510,0.9722222222222222,0.13114754098360656,0.03177967361214513,0.0,0.0
580324,1.0,0.1639344262295082,0.031798752697858756,0.0538708879544892,0.0
101945,1.0,0.3114754098360656,0.031862764412970396,0.0,0.0
713636,1.0,0.3278688524590164,0.032002954216692234,0.0,0.0
302509,1.0,0.11475409836065574,0.03201843869205401,0.0,0.0
789421,0.9861111111111112,0.18032786885245902,0.03207291086430884,0.0,0.0
404426,1.0,0.11475409836065574,0.03214770641047602,0.0423700202565833,0.0
438023,1.0,0.18032786885245902,0.03222319322786469,0.0,0.0
872932,1.0,0.26229508196721313,0.03232785169080102,0.0193045201878743,0.0
407945,1.0,0.36065573770491804,0.03233020201295414,0.0123184408898694,0.0
211714,1.0,0.36065573770491804,0.032335317419993306,0.0417864317725235,0.0
410982,1.0,0.3442622950819672,0.032342644894941285,0.0261342660060235,0.0
905213,0.9861111111111112,0.18032786885245902,0.032342644894941285,0.0664298018949181,0.0
147898,0.9722222222222222,0.3278688524590164,0.032401679457258074,0.0300732878443265,0.0
610946,1.0,0.27868852459016397,0.03244080540839543,0.0660061401060563,0.0
383108,1.0,0.24590163934426232,0.03248518502081625,0.0,0.0
836343,0.9861111111111112,0.29508196721311475,0.03248518502081625,0.0239256976545112,0.0
585357,1.0,0.3442622950819672,0.03252113112433466,0.0103321033210332,0.0
784804,0.9861111111111112,0.09836065573770492,0.03252113112433466,0.0,0.0
719633,0.0,0.0,0.03252804383654974,0.0,0.0
715764,1.0,0.18032786885245902,0.03256260739762514,0.0392855186017204,0.0
753473,0.9861111111111112,0.36065573770491804,0.03258113346636156,0.0,0.0
980856,1.0,0.3442622950819672,0.03258113346636156,0.0,0.0
271660,0.9722222222222222,0.18032786885245902,0.03279418325683034,0.0,0.0
264936,0.9861111111111112,0.26229508196721313,0.03283261793674619,0.0,0.0
976513,0.9861111111111112,0.3114754098360656,0.03284340176780172,0.0285090429695546,0.0
828776,1.0,0.1639344262295082,0.03285764195496478,0.0,0.0
240362,1.0,0.18032786885245902,0.03288169819347325,0.0,0.0
137845,1.0,0.36065573770491804,0.03289427932970471,0.0,0.0
430569,1.0,0.3278688524590164,0.032898288702789456,0.0337344643913987,0.0
625870,0.9722222222222222,0.26229508196721313,0.03297280774046802,0.0,0.0
917630,0.9861111111111112,0.19672131147540983,0.03297280774046802,0.0,0.0
717660,0.9583333333333334,0.14754098360655737,0.03311189151023544,0.0,0.0
450621,0.9722222222222222,0.18032786885245902,0.03316152478393972,0.0293544897223223,0.0
939562,1.0,0.42622950819672134,0.03316733146220039,0.0119321063150672,0.0
135250,0.9861111111111112,0.27868852459016397,0.03319000515826585,0.0147799252882897,0.0
714555,1.0,0.4098360655737705,0.03320631915909344,0.0165537998495109,0.0
947868,1.0,0.39344262295081966,0.0332209741089894,0.0098637858149365,0.0
228580,1.0,0.21311475409836067,0.033288580434452895,0.0731819677525501,0.0
557500,1.0,0.26229508196721313,0.03328885694294151,0.0142962995249095,0.0
238233,0.9722222222222222,0.19672131147540983,0.03331111587627406,0.0,0.0
979309,0.9722222222222222,0.4098360655737705,0.03338508189697542,0.0079096572481859,0.0
717700,1.0,0.39344262295081966,0.033426834678754506,0.0,0.0
245465,0.9861111111111112,0.3442622950819672,0.03347328810483984,0.0375728044463055,0.0
709920,1.0,0.3278688524590164,0.033583200229059626,0.023270787343635,0.0
143784,1.0,0.42622950819672134,0.03362868587543486,0.0303241998499314,0.0
602176,1.0,0.22950819672131148,0.03362868587543486,0.0207029741212823,0.0
870998,1.0,0.3278688524590164,0.03362868587543486,0.0,0.0
958224,0.9861111111111112,0.36065573770491804,0.03362868587543486,0.0117714068729827,0.0
837628,0.9861111111111112,0.1639344262295082,0.033633939536718324,0.0,0.0
395460,1.0,0.39344262295081966,0.03363435429945122,0.0254811794823172,0.0
136547,0.9583333333333334,0.19672131147540983,0.03364347907957513,0.0,0.0
166712,1.0,0.29508196721311475,0.03367942518309355,0.0,0.0
217695,1.0,0.3278688524590164,0.03367942518309355,0.013936514927486,0.0
263707,0.9722222222222222,0.03278688524590164,0.03367942518309355,0.1660947151681537,0.0
638368,1.0,0.27868852459016397,0.03367942518309355,0.0,0.0
695529,1.0,0.3442622950819672,0.03367942518309355,0.0278777697784177,0.0
915571,0.9444444444444444,0.04918032786885246,0.03367942518309355,0.0,0.0
642109,0.9861111111111112,0.36065573770491804,0.03369725998060846,0.0172795279738699,0.0
833701,1.0,0.4098360655737705,0.033773438069218634,0.0307745109255233,0.0
275442,0.9861111111111112,0.26229508196721313,0.03389026290565351,0.0,0.0
374345,1.0,0.45901639344262296,0.03389026290565351,0.0302915646561317,0.0
384825,1.0,0.3442622950819672,0.03389026290565351,0.013679442093342,0.0
564650,0.9861111111111112,0.36065573770491804,0.03389026290565351,0.0251537171604248,0.0
277649,1.0,0.3114754098360656,0.03402091316651852,0.0609486128773962,0.0
732013,1.0,0.4098360655737705,0.034056997524281235,0.0217543159365332,0.0
793318,0.9861111111111112,0.4426229508196722,0.03407635311848347,0.0260329953080066,0.0
830024,0.9861111111111112,0.19672131147540983,0.03407635311848347,0.0,0.0
966117,0.9583333333333334,0.13114754098360656,0.03408119201703402,0.0414036589279982,0.0
265836,1.0,0.19672131147540983,0.03409764427210592,0.0392891018920672,0.0
474174,0.9861111111111112,0.42622950819672134,0.03411077842531457,0.0266214908034849,0.0
202299,0.9861111111111112,0.26229508196721313,0.03422276436319886,0.0,0.0
497467,0.9861111111111112,0.3278688524590164,0.03422276436319886,0.0,0.0
635225,1.0,0.3114754098360656,0.03426424063648935,0.0,0.0
980198,0.9583333333333334,0.19672131147540983,0.03426424063648935,0.0185015490683771,0.0
861924,1.0,0.36065573770491804,0.03428041638307264,0.0286009841198836,0.0
769731,1.0,0.21311475409836067,0.03434055697934384,0.0,0.0
639701,0.9583333333333334,0.3442622950819672,0.03440138884683655,0.0361418273151319,0.0
998090,0.9583333333333334,0.21311475409836067,0.03444286512012703,0.0312982146793035,0.0
283747,0.9444444444444444,0.26229508196721313,0.034452128154495235,0.0154615024207402,0.0
816593,1.0,0.3114754098360656,0.03456411409237954,0.0233641404805914,0.0
440939,0.9722222222222222,0.26229508196721313,0.03485541578512304,0.0,0.0
531201,0.0,0.0,0.034861222463383704,0.0,0.0
585629,1.0,0.4098360655737705,0.034918597974768865,0.0095783641656493,0.0
347932,1.0,0.4098360655737705,0.034947078349095,0.0239535032799846,0.0
417886,1.0,0.3770491803278689,0.03494929041700383,0.0425874563836449,0.0
203550,1.0,0.22950819672131148,0.03495191724764556,0.0,0.0
181825,1.0,0.27868852459016397,0.03497860031679577,0.0168626895281281,0.0
261582,1.0,0.5409836065573771,0.03497860031679577,0.0231831107930469,0.0
679859,1.0,0.11475409836065574,0.03497860031679577,0.0,0.0
122958,1.0,0.5573770491803279,0.035013716894848376,0.0121742973662534,0.0
274698,0.9861111111111112,0.39344262295081966,0.035066806524660196,0.0,0.0
652291,0.9861111111111112,0.3770491803278689,0.035142708104781775,0.0247199004090343,0.0
603775,0.9722222222222222,0.29508196721311475,0.03519427693790628,0.0,0.0
948404,1.0,0.26229508196721313,0.03524667529649659,0.0506317310830341,0.0
605877,1.0,0.24590163934426232,0.03536308537019855,0.0251501501501501,0.0
994377,0.9861111111111112,0.22950819672131148,0.03536557394659598,0.0,0.0
766927,1.0,0.4426229508196722,0.035392118761501876,0.0137614678899082,0.0
702588,0.9861111111111112,0.19672131147540983,0.035394469083655004,0.0,0.0
798248,1.0,0.3278688524590164,0.035394469083655004,0.0250064155570129,0.0
641448,1.0,0.3114754098360656,0.03545447142568191,0.0413899613899613,0.0
406047,1.0,0.22950819672131148,0.0354620754091185,0.0200663850331925,0.0
909134,1.0,0.3770491803278689,0.0354620754091185,0.0349302258667817,0.0
294753,1.0,0.22950819672131148,0.03547050891802089,0.0191695683103073,0.0
520094,1.0,0.18032786885245902,0.03551710059835053,0.024276834222505,0.0
754539,1.0,0.09836065573770492,0.035527193158184554,0.1668812773628637,0.0
189611,0.9722222222222222,0.3442622950819672,0.03553424412464394,0.0,0.0
971599,0.9583333333333334,0.18032786885245902,0.035538253497728683,0.0380160591203012,0.0
485189,0.0,0.0,0.035583047872882405,0.0,0.0
521384,0.9861111111111112,0.26229508196721313,0.0355910666190519,0.0,0.0
128039,1.0,0.3442622950819672,0.03562079128157674,0.0212481177848418,0.0
565133,1.0,0.26229508196721313,0.035661852792134324,0.0,0.0
138746,0.9583333333333334,0.24590163934426232,0.03569005665797184,0.0,0.0
564707,0.9583333333333334,0.27868852459016397,0.03569005665797184,0.0187788906009245,0.0
174996,1.0,0.21311475409836067,0.03580950832504844,0.0,0.0
798854,0.9722222222222222,0.0819672131147541,0.03586176842939445,0.0,0.0
800075,1.0,0.42622950819672134,0.0358661925652121,0.0644460535843591,0.0
410384,1.0,0.29508196721311475,0.035870201938296854,0.0228609850395024,0.0
692304,0.9861111111111112,0.4754098360655738,0.035870201938296854,0.012934012782864,0.0
991672,1.0,0.21311475409836067,0.03600693538591114,0.0267279627946757,0.0
922388,1.0,0.24590163934426232,0.036048273404957316,0.0130275534837259,0.0
655743,0.9861111111111112,0.42622950819672134,0.0360544948459509,0.0124163794851003,0.0
348920,1.0,0.22950819672131148,0.0361834860558843,0.0180775628118707,0.0
523394,0.9861111111111112,0.3114754098360656,0.0361834860558843,0.0248132980004818,0.0
981581,0.9722222222222222,0.3278688524590164,0.03622122946457863,0.0,0.0
639510,1.0,0.3770491803278689,0.03622275026126596,0.0382257063023905,0.0
744675,1.0,0.3770491803278689,0.03626657685670956,0.0,0.0
289177,0.9722222222222222,0.21311475409836067,0.03632312284262892,0.0316074450084602,0.0
357149,0.9722222222222222,0.3114754098360656,0.03633487445339456,0.0133912414042707,0.0
876207,1.0,0.4426229508196722,0.03634621130142729,0.01203551162365,0.0
224384,1.0,0.3442622950819672,0.036370958811157275,0.0325391572909772,0.0
650445,1.0,0.6229508196721312,0.036375382946974934,0.019011745826554,0.0
399982,0.9444444444444444,0.24590163934426232,0.03638810233745067,0.0,0.0
228984,1.0,0.21311475409836067,0.03639570632088726,0.047077772664519,0.0
221388,0.9583333333333334,0.19672131147540983,0.036407319677408595,0.0244755244755244,0.0
710053,0.9583333333333334,0.29508196721311475,0.036407319677408595,0.0,0.0
591576,0.0,0.0,0.03641160555898196,0.0,0.0
836475,0.9722222222222222,0.3442622950819672,0.036531886751524356,0.0,0.0
392235,1.0,0.3442622950819672,0.03655995236311757,0.0722718303735661,0.0
529218,1.0,0.3770491803278689,0.036625623129160845,0.0247595610576802,0.0
549132,1.0,0.09836065573770492,0.03663571568899486,0.1571518193224592,0.0
234866,0.9861111111111112,0.21311475409836067,0.03678364773039758,0.0744483645278957,0.0
721984,0.9861111111111112,0.19672131147540983,0.03678890139168105,0.084869976359338,0.0
772397,1.0,0.3442622950819672,0.03682069986787042,0.0208946171341925,0.0
344199,1.0,0.1639344262295082,0.03685664597138883,0.0255856342401944,0.0
909385,0.9861111111111112,0.19672131147540983,0.03686549424302414,0.0191832348199892,0.0
211043,1.0,0.29508196721311475,0.03688775317635669,0.0,0.0
459801,0.9861111111111112,0.39344262295081966,0.03692508182231812,0.0316232085987261,0.0
958243,0.9861111111111112,0.39344262295081966,0.0369397367722141,0.0600125715419988,0.0
517758,1.0,0.3114754098360656,0.036950658857513925,0.0,0.0
712062,0.9861111111111112,0.18032786885245902,0.036950658857513925,0.0,0.0
845945,0.9861111111111112,0.4098360655737705,0.036962272214035266,0.0412836526091736,0.0
324707,1.0,0.21311475409836067,0.036969599688983244,0.0207979450635953,0.0
184635,1.0,0.3114754098360656,0.037003886741570055,0.0201522615315718,0.0
432598,1.0,0.27868852459016397,0.03703485569229361,0.0,0.0
524483,1.0,0.3770491803278689,0.03703485569229361,0.0106643185598278,0.0
257575,1.0,0.22950819672131148,0.037116563950675856,0.0,0.0
127590,1.0,0.1639344262295082,0.03711974379829479,0.0,0.0
846374,0.9861111111111112,0.27868852459016397,0.03712250888318083,0.0305920048825144,0.0
130368,1.0,0.26229508196721313,0.037240439753570095,0.0166105073323525,0.0
752331,1.0,0.3114754098360656,0.03724762897427378,0.0,0.0
986825,0.9583333333333334,0.22950819672131148,0.03724762897427378,0.0210385878489326,0.0
981343,0.9722222222222222,0.29508196721311475,0.03727680061982143,0.0251192368839427,0.0
101581,1.0,0.29508196721311475,0.03729339112913761,0.0227310436369669,0.0
497494,0.9583333333333334,0.22950819672131148,0.037382565116712146,0.0229140722291407,0.0
361816,1.0,0.26229508196721313,0.03742583869517856,0.0,0.0
734192,1.0,0.3114754098360656,0.03742583869517856,0.0479197145863812,0.0
774724,0.9861111111111112,0.18032786885245902,0.03742583869517856,0.0463695379411925,0.0
906396,1.0,0.21311475409836067,0.03744284396722766,0.0,0.0
722976,0.9722222222222222,0.21311475409836067,0.03759658268689105,0.0,0.0
747304,0.9305555555555556,0.03278688524590164,0.03760280412788462,0.2338028169014084,0.0
613804,1.0,0.3770491803278689,0.037638058960181534,0.0127079356422143,0.0
395026,0.9861111111111112,0.3770491803278689,0.037696540505521105,0.0198988851438942,0.0
894466,1.0,0.3278688524590164,0.03770939815024116,0.0,0.0
610393,0.9583333333333334,0.1639344262295082,0.03772667993077886,0.0,0.0
800726,0.9861111111111112,0.22950819672131148,0.03772667993077886,0.0388723601424181,0.0
111171,1.0,0.3278688524590164,0.03774714155893549,0.0,0.0
779434,1.0,0.21311475409836067,0.037813780104688874,0.0169217109729983,0.0
203184,1.0,0.21311475409836067,0.03782000154568245,0.0,0.0
225077,1.0,0.3278688524590164,0.03786147781897293,0.0,0.0
365816,1.0,0.29508196721311475,0.03786147781897293,0.0152853780073981,0.0
781463,1.0,0.26229508196721313,0.03786147781897293,0.0189925993052409,0.0
644786,1.0,0.19672131147540983,0.0378681140226994,0.0200231673010094,0.0
441440,0.9861111111111112,0.26229508196721313,0.03786991132787532,0.0,0.0
756791,0.9861111111111112,0.3278688524590164,0.03789590312580403,0.0,0.0
819569,1.0,0.42622950819672134,0.03797692011296477,0.0116320687186828,0.0
568547,1.0,0.24590163934426232,0.038027244657890556,0.0,0.0
761007,0.0,0.0,0.03804825930302441,0.0,0.0
830931,1.0,0.39344262295081966,0.03808337588107702,0.0264995849950401,0.0
437269,0.9861111111111112,0.21311475409836067,0.038114344831800574,0.0264286074544812,0.0
956005,1.0,0.4754098360655738,0.03812499040861179,0.0199590195036806,0.0
279919,0.9861111111111112,0.3278688524590164,0.03819121419163226,0.0,0.0
635249,1.0,0.26229508196721313,0.03825660844918693,0.0206770496173032,0.0
849415,1.0,0.29508196721311475,0.03825660844918693,0.0,0.0
334003,0.9861111111111112,0.14754098360655737,0.038296840434278695,0.0,0.0
256323,0.9722222222222222,0.21311475409836067,0.03831329268935058,0.0,0.0
612555,1.0,0.27868852459016397,0.03831329268935058,0.0412955465587044,0.0
411242,0.0,0.0,0.03832462953738332,0.0,0.0
353128,1.0,0.3770491803278689,0.03832476779162763,0.0296418765315461,0.0
367961,1.0,0.1639344262295082,0.03833707241937046,0.0270549247568859,0.0
431899,0.9861111111111112,0.1639344262295082,0.038343570368852636,0.0489659367396593,0.0
835491,1.0,0.26229508196721313,0.038368179624338326,0.0216482051753458,0.0
791355,1.0,0.39344262295081966,0.03844034833986377,0.0,0.0
331258,0.9444444444444444,0.18032786885245902,0.038483345409841566,0.0926469421749821,0.0
713329,1.0,0.3278688524590164,0.0385382323448293,0.0,0.0
422805,1.0,0.26229508196721313,0.03855164300652657,0.063616518911213,0.0
660376,1.0,0.14754098360655737,0.03855164300652657,0.0362105263157894,0.0
626326,0.0,0.0,0.03862878887484686,0.0,0.0
412854,1.0,0.22950819672131148,0.03862948014606837,0.0,0.0
333621,0.9861111111111112,0.26229508196721313,0.03863044792577848,0.0404575101616409,0.0
270570,1.0,0.24590163934426232,0.03863722238374925,0.0240793772435768,0.0
305171,1.0,0.29508196721311475,0.03869929853944068,0.0261365872859673,0.0
496325,1.0,0.42622950819672134,0.038738839253310946,0.0535204838525619,0.0
630320,0.9444444444444444,0.27868852459016397,0.03874671974523613,0.0,0.0
304944,1.0,0.45901639344262296,0.03879013157794684,0.0129876376930107,0.0
615662,1.0,0.42622950819672134,0.03879013157794684,0.0406345578597116,0.0
534794,0.0,0.0,0.03885206947939396,0.0,0.0
336341,1.0,0.29508196721311475,0.038870319039641776,0.0163923457781346,0.0
465530,0.9166666666666666,0.06557377049180328,0.03889188670175282,0.1651331719128329,0.0
600598,0.9861111111111112,0.39344262295081966,0.03890253227856405,0.0541859763621904,0.0
724720,1.0,0.27868852459016397,0.038923961686430794,0.0226331360946745,0.0
627489,1.0,0.4426229508196722,0.038950091738603795,0.0338156217085204,0.0
740762,1.0,0.3442622950819672,0.03900760550423327,0.0191871970631255,0.0
527622,0.9861111111111112,0.21311475409836067,0.03901189138580662,0.0,0.0
984636,1.0,0.26229508196721313,0.03901189138580662,0.0,0.0
110691,1.0,0.22950819672131148,0.03904617843839342,0.0231509182123625,0.0
737791,0.9861111111111112,0.24590163934426232,0.03904617843839342,0.032940343065324,0.0
219413,0.9722222222222222,0.36065573770491804,0.03906802260899307,0.0197411194515042,0.0
501363,1.0,0.22950819672131148,0.03911019015350506,0.0580989239191995,0.0
218529,0.9583333333333334,0.03278688524590164,0.03911682635723154,0.0,0.0
881157,1.0,0.24590163934426232,0.03917240456344079,0.0200834535740747,0.0
426185,0.9305555555555556,0.13114754098360656,0.03917765822472425,0.0412831043761506,0.0
546758,1.0,0.4098360655737705,0.03917890251292296,0.0,0.0
270723,1.0,0.3442622950819672,0.039184156174206425,0.0172781330640637,0.0
504715,0.9722222222222222,0.21311475409836067,0.039212360040043956,0.0,0.0
380183,0.9861111111111112,0.26229508196721313,0.039225079430519706,0.0,0.0
654817,0.9722222222222222,0.1639344262295082,0.03926185505950393,0.0361968850056981,0.0
384269,1.0,0.4754098360655738,0.03936333367482132,0.0,0.0
372183,0.9861111111111112,0.36065573770491804,0.039370246387036394,0.0149612534645624,0.0
481857,1.0,0.42622950819672134,0.03938517784542097,0.0108662439844167,0.0
411523,1.0,0.5409836065573771,0.039398588507118214,0.0360240014015416,0.0
765252,1.0,0.18032786885245902,0.03941794410132045,0.0223320831912717,0.0
539358,0.9861111111111112,0.27868852459016397,0.03950172617336722,0.0230604051909252,0.0
