Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,FlightInactivity,RedemptionDormancy,RawSlope,NormalizedMomentum,BDS,Class,Churned
286114,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,3872.22,Standard,2016,11,,,0.0,0.6363636363636364,134.7,0.5865975658970711,0.31492982113996953,0,0
205785,Canada,Ontario,Toronto,M2M 6J7,Male,Master,128118.0,Married,Star,3873.65,Standard,2016,8,,,0.0,0.09090909090909091,79.98181818181818,0.5610288651472994,0.15896406772853744,0,0
735304,Canada,Alberta,Edmonton,T3G 6Y6,Female,Master,128118.0,Married,Star,3873.65,Standard,2016,12,,,0.09090909090909091,0.6363636363636364,57.85454545454545,0.5506892376967354,0.3620659559637066,0,0
438936,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,94092.0,Married,Star,3878.77,Standard,2013,10,,,0.0,1.0,181.6909090909091,0.608555468235594,0.41743335952932176,0,0
354730,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Married,Star,3885.46,Standard,2014,10,2018.0,1.0,0.0,1.0,-164.24545454545455,0.4469063953611861,0.4659280813916442,2,1
413741,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Star,3885.46,Standard,2015,7,,,0.0,0.09090909090909091,146.13636363636363,0.5919415475457191,0.14969026300901153,0,0
642313,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Star,3885.46,Standard,2016,3,,,0.0,0.0,-328.55454545454546,0.37012807714364615,0.18896157685690615,0,0
263080,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Star,3886.5,Standard,2014,5,,,0.09090909090909091,1.0,69.96363636363637,0.5563475712070688,0.46945936500151575,0,0
109767,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,89062.0,Single,Star,3886.65,Standard,2016,5,,,0.0,0.18181818181818182,-44.90909090909091,0.5026698668252586,0.20374449449787696,0,0
217754,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,102400.0,Single,Star,3887.32,Standard,2015,6,,,0.2727272727272727,1.0,-150.6727272727273,0.4532486565705911,0.5731163121197317,1,1
157005,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,98629.0,Married,Star,3890.87,Standard,2016,10,,,0.0,1.0,-111.98181818181818,0.47132813661561995,0.458601559015314,0,0
608758,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,63795.0,Married,Star,3890.96,Standard,2013,7,,,0.0,1.0,239.87272727272727,0.6357426562732312,0.4092772031180306,0,0
599341,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54890.0,Married,Star,3891.54,Standard,2015,11,,,0.0,0.0,346.4,0.6855206983708927,0.09434379048873219,0,0
333502,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Star,3891.58,Standard,2014,3,,,0.0,1.0,275.92727272727274,0.6525902168603047,0.4042229349419086,0,0
543918,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,40736.0,Married,Star,3896.57,Standard,2012,11,,,0.0,0.09090909090909091,107.25454545454545,0.5737728595399418,0.15514086941074473,0,0
119200,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69835.0,Divorced,Star,3903.8,Standard,2017,5,,,0.0,1.0,107.26363636363637,0.5737771075380728,0.4278668677385782,0,0
238119,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,75980.0,Married,Star,3906.67,Standard,2013,5,,,0.0,1.0,-54.64545454545455,0.49812026082708527,0.45056392175187443,0,0
730388,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,3907.03,Standard,2012,5,,,0.0,1.0,208.26363636363635,0.6209723667721587,0.41370828996835235,0,0
127400,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,3914.72,Standard,2014,6,,,0.09090909090909091,0.9090909090909091,117.3,0.5784668974745651,0.43555083984853954,0,0
324557,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,3914.72,Standard,2013,2,,,0.0,0.36363636363636365,470.2818181818182,0.7434081689004057,0.18606845842078737,0,0
742002,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,3915.8,Standard,2016,5,,,0.09090909090909091,1.0,14.954545454545455,0.5306429345171089,0.47717075600850367,0,0
536567,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,80697.0,Married,Star,3919.37,Standard,2016,5,,,0.0,1.0,358.8727272727273,0.6913489518064612,0.3925953144580616,0,0
704835,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,80697.0,Married,Star,3919.37,Standard,2016,9,,,0.0,0.09090909090909091,-211.0,0.42505894097406605,0.19975504498050747,0,0
612905,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Married,Star,3920.51,Standard,2015,2,,,0.0,0.09090909090909091,65.04545454545455,0.5540494042182622,0.16105790600724862,0,0
679908,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,77601.0,Married,Star,3921.02,Standard,2015,8,,,0.0,0.7272727272727273,-227.88181818181818,0.41717040844502035,0.39303069564831206,0,0
704150,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,77601.0,Married,Star,3921.02,Standard,2014,10,,,0.09090909090909091,0.7272727272727273,-186.01818181818183,0.4367324398377265,0.42352572259413657,0,0
596179,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50879.0,Single,Star,3933.81,Standard,2014,3,,,0.09090909090909091,1.0,-604.1545454545454,0.2413457658078631,0.5639599066212775,1,1
370450,Canada,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,62160.0,Married,Star,3934.1,Standard,2012,11,,,0.09090909090909091,0.6363636363636364,-74.5909090909091,0.48880015292793283,0.38063268139434736,0,0
501030,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,93541.0,Married,Star,3934.71,Standard,2017,3,,,0.0,1.0,333.7909090909091,0.679628724963361,0.39611138251099165,0,0
878633,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,163974.0,Married,Star,3936.79,Standard,2013,12,,,0.18181818181818182,1.0,-239.8,0.4116012828954356,0.5492468878586421,0,0
285938,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,75827.0,Married,Star,3939.01,Standard,2014,9,,,0.0,1.0,88.06363636363636,0.5648053354856524,0.4305583993543043,0,0
588237,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,75827.0,Married,Star,3939.01,Standard,2013,11,,,0.0,0.6363636363636364,31.763636363636362,0.5384974830611075,0.3293598459907586,0,0
645280,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,75827.0,Married,Star,3939.01,Standard,2012,12,,,0.0,0.0,242.0090909090909,0.6367409358339883,0.10897771924980351,0,0
124678,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,152955.0,Married,Star,3954.34,Standard,2013,6,,,0.0,0.8181818181818182,11.50909090909091,0.529032943225505,0.386744662486894,0,0
186015,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,152955.0,Married,Star,3954.34,Standard,2015,9,,,0.18181818181818182,1.0,-116.98181818181818,0.4689917376436355,0.5320297514341821,0,0
589580,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,152955.0,Married,Star,3954.34,Standard,2015,8,,,0.09090909090909091,1.0,-94.17272727272727,0.47964996495401546,0.49246864687743175,0,0
623688,Canada,Ontario,London,M5B 3E4,Female,Doctor,152955.0,Married,Star,3954.34,Standard,2016,5,,,0.0,0.2727272727272727,-209.24545454545455,0.425878804613326,0.254054540434184,0,0
256147,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Star,3958.0,Standard,2012,9,,,0.09090909090909091,0.09090909090909091,-19.863636363636363,0.5143731016758354,0.20932443313361304,0,0
329382,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,3961.59,Standard,2012,8,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1
140392,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,96814.0,Married,Star,3963.39,Standard,2013,7,,,0.09090909090909091,0.18181818181818182,215.43636363636364,0.6243240372974237,0.2036118797198638,0,0
230908,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,217538.0,Divorced,Star,3964.15,Standard,2012,5,,,0.09090909090909091,0.36363636363636365,-310.3363636363636,0.3786410653979313,0.33186222583516606,0,0
972581,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,48744.0,Married,Star,3964.53,Standard,2016,2,,,0.0,0.2727272727272727,-104.44545454545455,0.4748497270661201,0.23936326369834576,0,0
910875,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,84914.0,Married,Star,3966.13,Standard,2012,11,,,0.36363636363636365,1.0,-571.6454545454545,0.2565366071238929,0.6684935633173775,1,1
501704,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Divorced,Star,3974.86,Standard,2013,5,,,0.18181818181818182,0.36363636363636365,-66.5909090909091,0.49253839128310795,0.33405666443324944,0,0
567875,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,102457.0,Married,Star,3979.72,Standard,2017,5,,,0.36363636363636365,1.0,42.27272727272727,0.5434081689004058,0.5824320947844237,1,1
688524,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,103862.0,Married,Star,3980.42,Standard,2013,3,,,0.0,0.2727272727272727,-86.51818181818182,0.48322677938021713,0.23685014800411663,0,0
269070,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Master,93153.0,Married,Star,3985.32,Standard,2013,1,,,0.0,1.0,-107.01818181818182,0.4736475435950809,0.45790573692147574,0,0
387705,Canada,Quebec,Hull,J8Y 3Z5,Female,Master,93153.0,Married,Star,3985.32,Standard,2013,4,,,0.0,0.6363636363636364,761.6636363636363,0.8795650049913979,0.22703958941167152,0,0
923293,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,86793.0,Divorced,Star,3985.55,Standard,2016,6,,,0.0,0.9090909090909091,202.43636363636364,0.6182493999702641,0.38725245273619346,0,0
328936,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,53118.0,Married,Star,4005.72,Standard,2015,3,,,0.0,0.2727272727272727,279.25454545454545,0.654144984176207,0.1855746865653197,0,0
845864,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,115440.0,Married,Star,4013.85,Standard,2013,4,,,0.09090909090909091,0.36363636363636365,-105.45454545454545,0.47437819927359237,0.3031410856724677,0,0
645265,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,73313.0,Married,Star,4013.95,Standard,2013,3,,,0.0,1.0,66.02727272727273,0.5545081880163973,0.4336475435950808,0,0
158560,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,59262.0,Married,Star,4014.45,Standard,2015,12,,,0.18181818181818182,0.36363636363636365,-2.2818181818181817,0.5225887300609589,0.32504156279989416,0,0
417584,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,59262.0,Married,Star,4014.45,Standard,2014,5,,,0.09090909090909091,0.36363636363636365,108.48181818181818,0.5743463392876108,0.2731506436682622,0,0
425854,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,39079.0,Married,Star,4016.13,Standard,2016,11,,,0.09090909090909091,0.2727272727272727,2.0545454545454547,0.524615025169389,0.2607973106310015,0,0
695855,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Divorced,Star,4019.38,Standard,2013,4,,,0.0,0.7272727272727273,-272.2181818181818,0.39645292156071454,0.39924594171360384,0,0
699511,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Divorced,Star,4019.38,Standard,2014,7,,,0.0,1.0,82.05454545454545,0.5619974087211402,0.4314007773836579,0,0
377322,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,62518.0,Married,Star,4023.81,Standard,2016,5,,,0.0,0.36363636363636365,267.1090909090909,0.6484696586733503,0.214550011488904,0,0
511053,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,62518.0,Married,Star,4023.81,Standard,2015,3,,,0.09090909090909091,0.09090909090909091,-214.3,0.4235169176525563,0.23658128834059677,0,0
796670,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,47536.0,Married,Star,4035.68,Standard,2014,2,,,0.0,0.8181818181818182,-74.23636363636363,0.4889658248550371,0.3987647979980343,0,0
556136,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Married,Star,4035.77,Standard,2017,1,,,0.18181818181818182,0.5454545454545454,65.48181818181818,0.5542533081285445,0.370087643925073,0,0
513081,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,98320.0,Married,Star,4037.5,Standard,2015,11,,,0.0,0.0,244.96363636363637,0.6381215352265246,0.10856353943204262,0,0
930718,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,63577.0,Married,Star,4037.55,Standard,2015,7,,,0.0,0.0,169.79090909090908,0.602994838682271,0.1191015483953187,0,0
235872,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,89057.0,Single,Star,4046.94,Standard,2013,3,,,0.09090909090909091,0.7272727272727273,-83.53636363636363,0.48462012276714606,0.4091594177153107,0,0
295147,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,99814.0,Married,Star,4048.16,Standard,2017,5,,,0.09090909090909091,0.09090909090909091,280.54545454545456,0.654748199910792,0.16721190366312605,0,0
306110,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64587.0,Married,Star,4053.37,Standard,2013,5,,,0.45454545454545453,0.45454545454545453,-327.5272727272727,0.3706081009324357,0.5069993879020874,0,0
295217,Canada,Ontario,Toronto,M1R 4K3,Female,Doctor,67411.0,Divorced,Star,4059.57,Standard,2016,6,,,0.36363636363636365,0.5454545454545454,-387.23636363636365,0.3427072492088104,0.506278734328266,0,0
591731,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,51370.0,Married,Star,4064.18,Standard,2013,9,,,0.09090909090909091,0.36363636363636365,-387.8272727272727,0.3424311293303032,0.3427252066554545,0,0
326905,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,4068.09,Standard,2017,2,,,0.09090909090909091,1.0,171.4909090909091,0.6037892143327458,0.4552268720638126,0,0
375511,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,59300.0,Single,Star,4070.05,Standard,2014,7,,,0.0,0.2727272727272727,291.46363636363634,0.6598500456659799,0.18386316811838782,0,0
797685,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,,Married,Star,4079.13,Standard,2017,6,,,0.09090909090909091,0.36363636363636365,196.6727272727273,0.6155561691552857,0.26078769470795976,0,0
216467,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,90995.0,Married,Star,4083.56,Standard,2014,7,,,0.09090909090909091,1.0,113.52727272727273,0.5767039782502497,0.4633524428885615,0,0
539673,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,49558.0,Married,Star,4087.51,Standard,2015,2,2018.0,6.0,0.0,0.09090909090909091,-120.60909090909091,0.467296786389414,0.18708369135590308,2,1
484718,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,76367.0,Single,Star,4089.46,Standard,2012,6,,,0.09090909090909091,0.18181818181818182,326.54545454545456,0.676243070453049,0.18803616977317622,0,0
528492,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,60360.0,Married,Star,4090.75,Standard,2015,6,2018.0,11.0,0.0,0.0,-396.5272727272727,0.3383657951190502,0.19849026146428494,2,1
632793,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,60370.0,Single,Star,4097.37,Standard,2016,6,,,0.0,0.36363636363636365,185.6090909090909,0.6103863554300036,0.225975002461908,0,0
705196,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,4101.94,Standard,2013,11,,,0.09090909090909091,1.0,243.43636363636364,0.6374078715405366,0.44514127490147537,0,0
119488,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,4108.26,Standard,2017,6,,,0.0,1.0,429.8181818181818,0.7245003292198552,0.3826499012340434,0,0
287750,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,4109.31,Standard,2012,8,,,0.0,0.45454545454545453,-241.27272727272728,0.4109131071982329,0.3130897042041665,0,0
735846,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,95318.0,Married,Star,4109.79,Standard,2012,8,,,0.2727272727272727,0.09090909090909091,-60.163636363636364,0.4955417259616406,0.28770111857514413,0,0
606026,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,55207.0,Single,Star,4110.62,Standard,2015,7,,,0.0,0.6363636363636364,497.05454545454546,0.7559185233958498,0.26413353389033595,0,0
460291,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,55476.0,Divorced,Star,4111.2,Standard,2015,9,,,0.09090909090909091,1.0,-465.45454545454544,0.3061574732907118,0.5445163943764229,0,0
743001,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79533.0,Married,Star,4111.89,Standard,2017,5,,,0.0,1.0,339.40909090909093,0.6822539878082454,0.39532380365752634,0,0
869799,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,79533.0,Married,Star,4111.89,Standard,2015,3,,,0.0,1.0,-4.118181818181818,0.521730634438521,0.4434808096684437,0,0
279419,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Single,Star,4117.37,Standard,2013,7,,,0.0,0.09090909090909091,1019.4,1.0,0.02727272727272727,0,0
170585,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,82675.0,Single,Star,4118.59,Standard,2013,8,,,0.09090909090909091,0.18181818181818182,-226.12727272727273,0.41799027208428036,0.2655120092838068,0,0
188340,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,82675.0,Single,Star,4118.59,Standard,2017,4,,,0.0,0.09090909090909091,479.8,0.747855822943438,0.10291598038969586,0,0
670817,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,82675.0,Single,Star,4118.59,Standard,2016,12,,,0.0,0.36363636363636365,310.1363636363636,0.6685754338268092,0.20851827894286634,0,0
509513,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4121.25,Standard,2012,12,,,0.0,0.18181818181818182,638.1272727272727,0.8218389583908584,0.10799376702819702,0,0
779247,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,86987.0,Married,Star,4122.57,Standard,2012,9,,,0.0,1.0,127.21818181818182,0.5831014634353562,0.42506956096939313,0,0
111255,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,70272.0,Married,Star,4122.96,Standard,2013,3,,,0.0,1.0,347.8727272727273,0.6862088740680954,0.3941373377795714,0,0
763061,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,56845.0,Married,Star,4126.61,Standard,2014,4,,,0.2727272727272727,0.7272727272727273,254.2,0.6424375013274995,0.4345414768744774,0,0
428919,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,58209.0,Divorced,Star,4139.9,Standard,2015,7,,,0.0,1.0,-206.47272727272727,0.42717444404324467,0.4718476667870266,0,0
139863,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,67223.0,Married,Star,4142.56,Standard,2015,10,,,0.09090909090909091,0.09090909090909091,6.627272727272727,0.5267517682292221,0.20561083316759698,0,0
695755,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,79088.0,Married,Star,4144.87,Standard,2012,4,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1
355331,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Divorced,Star,4145.02,Standard,2013,7,,,0.0,0.0,215.57272727272726,0.6243877572693868,0.11268367281918396,0,0
578837,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Single,Star,4152.65,Standard,2012,5,,,0.0,0.36363636363636365,-245.72727272727272,0.40883158811410125,0.2864414326566787,0,0
467182,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,102347.0,Married,Star,4160.02,Standard,2013,12,2018.0,10.0,0.09090909090909091,1.0,-594.3545454545455,0.24592510779295262,0.5625861040257506,2,1
601407,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,72809.0,Married,Star,4165.17,Standard,2015,9,,,0.36363636363636365,1.0,28.12727272727273,0.5367982838087553,0.5844150603119188,1,1
700871,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,74567.0,Married,Star,4165.25,Standard,2015,12,,,0.0,1.0,193.35454545454544,0.614005649837514,0.41579830504874576,0,0
203809,Canada,Alberta,Edmonton,T3G 6Y6,Female,High School or Below,54160.0,Married,Star,4165.35,Standard,2012,7,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1
705589,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Single,Star,4165.99,Standard,2012,5,,,0.0,1.0,155.9090909090909,0.5965081455364161,0.42104755633907515,0,0
746060,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Married,Star,4167.09,Standard,2014,4,,,0.0,0.7272727272727273,762.8,0.880096004757758,0.25415301675449076,0,0
469718,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,73544.0,Married,Star,4167.42,Standard,2013,1,,,0.09090909090909091,1.0,16.772727272727273,0.531492534143285,0.4769158761206509,0,0
164429,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57852.0,Single,Star,4169.36,Standard,2012,9,,,0.0,0.09090909090909091,-78.9,0.4867866018138952,0.18123674672855872,0,0
708373,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,57852.0,Single,Star,4169.36,Standard,2017,3,,,0.0,1.0,244.04545454545453,0.6376924874153056,0.4086922537754083,0,0
225088,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,97991.0,Married,Star,4170.34,Standard,2015,9,,,0.09090909090909091,1.0,346.24545454545455,0.6854484824026678,0.430729091642836,0,0
100214,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,63253.0,Married,Star,4170.57,Standard,2015,8,,,0.09090909090909091,0.0,107.18181818181819,0.5737388755548949,0.1642419736971679,0,0
268128,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,47663.0,Married,Star,4177.88,Standard,2013,1,,,0.0,0.5454545454545454,-241.9909090909091,0.4105775153458933,0.34046310903259563,0,0
930584,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4185.76,Standard,2015,7,,,0.0,0.7272727272727273,106.7,0.5735137316539581,0.34612769868563076,0,0
327796,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,4191.06,Standard,2017,6,,,0.0,1.0,276.41818181818184,0.6528196087593723,0.4041541173721883,0,0
947467,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,49937.0,Married,Star,4196.43,Standard,2015,2,,,0.0,1.0,231.45454545454547,0.6318090100040357,0.4104572969987893,0,0
743510,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,4196.65,Standard,2016,5,,,0.18181818181818182,1.0,-95.50909090909092,0.479025509228776,0.5290196199586399,0,0
580324,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61113.0,Married,Star,4198.03,Standard,2013,6,,,0.0,0.45454545454545453,-16.78181818181818,0.515813173042204,0.2816196844509752,0,0
101945,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,86098.0,Married,Star,4202.66,Standard,2013,11,,,0.0,1.0,289.3909090909091,0.658881502092139,0.40233554937235827,0,0
713636,Canada,Ontario,London,M5B 3E4,Male,Doctor,48109.0,Married,Star,4212.8,Standard,2014,8,,,0.0,1.0,240.83636363636364,0.6361929440751046,0.4091421167774686,0,0
302509,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,74238.0,Married,Star,4213.92,Standard,2017,3,,,0.0,1.0,413.8454545454546,0.7170365965038975,0.3848890210488307,0,0
789421,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Star,4217.86,Standard,2016,11,,,0.09090909090909091,1.0,154.11818181818182,0.5956712899046326,0.4576622493922466,0,0
404426,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,99696.0,Married,Star,4223.27,Standard,2014,9,,,0.0,0.0,268.04545454545456,0.6489072024808309,0.10532783925575073,0,0
438023,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Married,Star,4228.73,Standard,2013,1,,,0.0,1.0,-352.92727272727274,0.3587391941547546,0.4923782417535736,0,0
872932,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,72685.0,Married,Star,4236.3,Standard,2015,3,,,0.0,0.0,21.472727272727273,0.5336887491769504,0.13989337524691486,0,0
